precinct_id,cvap_18plus,hispanic_cvap,non_hispanic_cvap,white_cvap,black_cvap,asian_cvap,native_cvap,pacific_cvap,multiracial_cvap,white_cvap_pct,black_cvap_pct,hispanic_cvap_pct,asian_cvap_pct,native_cvap_pct,pacific_cvap_pct,multiracial_cvap_pct
JASPER - LEVY,2526,181,2399,1130,1200,20,0,0,0,44.73,47.51,7.17,0.79,0.00,0.00,0.00
JASPER - MARGARITAVILLE,333,6,364,345,20,3,1,0,0,103.60,6.01,1.80,0.90,0.30,0.00,0.00
JASPER - OKATIE 1,1064,96,960,576,233,12,0,0,0,54.14,21.90,9.02,1.13,0.00,0.00,0.00
JASPER - OKATIE 2,1944,236,1679,1418,174,30,0,0,0,72.94,8.95,12.14,1.54,0.00,0.00,0.00
JASPER - PINELAND,267,10,257,35,221,0,0,0,0,13.11,82.77,3.75,0.00,0.00,0.00,0.00
JASPER - RIDGELAND 1,1038,89,939,626,236,5,0,0,1,60.31,22.74,8.57,0.48,0.00,0.00,0.10
JASPER - RIDGELAND 2,732,71,674,314,270,0,0,0,4,42.90,36.89,9.70,0.00,0.00,0.00,0.55
JASPER - RIDGELAND 3,897,10,875,329,551,0,0,0,0,36.68,61.43,1.11,0.00,0.00,0.00,0.00
JASPER - SUN CITY,3302,59,3281,3347,26,33,0,0,0,101.36,0.79,1.79,1.00,0.00,0.00,0.00
JASPER - TILLMAN,714,26,695,209,425,0,0,0,0,29.27,59.52,3.64,0.00,0.00,0.00,0.00
KERSHAW - AIRPORT,1914,38,1860,1310,508,38,0,0,0,68.44,26.54,1.99,1.99,0.00,0.00,0.00
KERSHAW - ANTIOCH,1072,0,1070,943,155,0,0,0,4,87.97,14.46,0.00,0.00,0.00,0.00,0.37
KERSHAW - BETHUNE,1554,18,1536,1063,449,0,6,9,0,68.40,28.89,1.16,0.00,0.39,0.58,0.00
KERSHAW - BUFFALO,1923,31,1887,1399,395,0,0,0,0,72.75,20.54,1.61,0.00,0.00,0.00,0.00
KERSHAW - CAMDEN NO. 1,1602,9,1603,689,859,0,28,5,0,43.01,53.62,0.56,0.00,1.75,0.31,0.00
KERSHAW - CAMDEN NO. 2,602,51,510,321,178,9,0,0,0,53.32,29.57,8.47,1.50,0.00,0.00,0.00
KERSHAW - CAMDEN NO. 5,702,0,714,632,65,0,0,0,0,90.03,9.26,0.00,0.00,0.00,0.00,0.00
KERSHAW - CAMDEN NO. 5-A,555,0,544,234,323,0,0,0,2,42.16,58.20,0.00,0.00,0.00,0.00,0.36
KERSHAW - CAMDEN NO. 6,1389,272,1169,822,281,36,0,0,0,59.18,20.23,19.58,2.59,0.00,0.00,0.00
KERSHAW - CASSATT,2106,11,2090,1665,404,0,0,0,12,79.06,19.18,0.52,0.00,0.00,0.00,0.57
KERSHAW - CHARLOTTE THOMPSON,1642,2,1637,962,580,0,1,0,0,58.59,35.32,0.12,0.00,0.06,0.00,0.00
KERSHAW - DOBYS MILL,2319,321,1998,1498,419,0,5,0,53,64.60,18.07,13.84,0.00,0.22,0.00,2.29
KERSHAW - ELGIN NO. 1,3159,119,3040,1960,914,38,0,0,20,62.04,28.93,3.77,1.20,0.00,0.00,0.63
KERSHAW - ELGIN NO. 2,1940,29,1922,1420,425,7,26,0,0,73.20,21.91,1.49,0.36,1.34,0.00,0.00
KERSHAW - ELGIN NO. 3,1242,57,1187,1039,167,0,0,0,0,83.66,13.45,4.59,0.00,0.00,0.00,0.00
KERSHAW - ELGIN NO. 4,2466,56,2404,1716,607,2,8,0,12,69.59,24.61,2.27,0.08,0.32,0.00,0.49
KERSHAW - ELGIN NO. 5,2449,217,2222,1783,282,103,0,0,28,72.81,11.51,8.86,4.21,0.00,0.00,1.14
KERSHAW - ELGIN NO. 6,1599,69,1528,1057,415,33,0,0,0,66.10,25.95,4.32,2.06,0.00,0.00,0.00
KERSHAW - HOBKIRKS HILL,1880,88,1785,1397,377,0,0,0,5,74.31,20.05,4.68,0.00,0.00,0.00,0.27
KERSHAW - LIBERTY HILL,494,0,493,372,92,0,0,0,0,75.30,18.62,0.00,0.00,0.00,0.00,0.00
KERSHAW - LUGOFF NO. 1,1974,0,1974,1284,675,0,0,0,0,65.05,34.19,0.00,0.00,0.00,0.00,0.00
KERSHAW - LUGOFF NO. 2,1842,2,1836,1394,459,1,0,0,0,75.68,24.92,0.11,0.05,0.00,0.00,0.00
KERSHAW - LUGOFF NO. 3,1854,47,1806,1306,470,3,0,0,0,70.44,25.35,2.54,0.16,0.00,0.00,0.00
KERSHAW - LUGOFF NO. 4,1308,85,1235,790,400,3,0,4,0,60.40,30.58,6.50,0.23,0.00,0.31,0.00
KERSHAW - MALVERN HILL,1450,83,1332,789,436,10,0,0,6,54.41,30.07,5.72,0.69,0.00,0.00,0.41
KERSHAW - RABONS CROSSROADS,2052,17,2035,1788,210,14,0,0,0,87.13,10.23,0.83,0.68,0.00,0.00,0.00
KERSHAW - RIVERDALE,702,0,703,311,352,0,0,0,0,44.30,50.14,0.00,0.00,0.00,0.00,0.00
KERSHAW - SALT POND,1561,31,1528,1286,207,22,0,0,4,82.38,13.26,1.99,1.41,0.00,0.00,0.26
KERSHAW - SHAYLORS HILL,776,6,771,524,257,0,0,0,0,67.53,33.12,0.77,0.00,0.00,0.00,0.00
KERSHAW - SPRINGDALE,1530,9,1526,939,595,0,0,1,5,61.37,38.89,0.59,0.00,0.00,0.07,0.33
KERSHAW - WESTVILLE,1748,30,1724,1487,186,0,0,4,0,85.07,10.64,1.72,0.00,0.00,0.23,0.00
KERSHAW - WHITES GARDENS,2022,96,1965,1363,475,31,5,0,0,67.41,23.49,4.75,1.53,0.25,0.00,0.00
LANCASTER - 521 NORTH,1901,25,1886,1205,633,0,0,0,16,63.39,33.30,1.32,0.00,0.00,0.00,0.84
LANCASTER - ANTIOCH,909,8,900,800,93,0,0,0,0,88.01,10.23,0.88,0.00,0.00,0.00,0.00
LANCASTER - BLACK HORSE RUN,5613,423,5170,3788,1178,180,11,0,48,67.49,20.99,7.54,3.21,0.20,0.00,0.86
LANCASTER - BUFORD,2172,9,2162,1938,235,0,0,0,0,89.23,10.82,0.41,0.00,0.00,0.00,0.00
LANCASTER - CAMP CREEK,939,6,944,877,61,0,0,0,0,93.40,6.50,0.64,0.00,0.00,0.00,0.00
LANCASTER - CHESTERFIELD AVE,4084,81,4017,1787,2191,20,4,0,0,43.76,53.65,1.98,0.49,0.10,0.00,0.00
LANCASTER - COLLEGE PARK,3071,74,2992,2368,612,49,0,0,0,77.11,19.93,2.41,1.60,0.00,0.00,0.00
LANCASTER - DOUGLAS,2438,209,2235,1558,641,5,0,0,7,63.90,26.29,8.57,0.21,0.00,0.00,0.29
LANCASTER - ELGIN,1566,11,1551,1449,119,0,1,0,0,92.53,7.60,0.70,0.00,0.06,0.00,0.00
LANCASTER - ERWIN FARM,2508,128,2381,1155,1063,27,9,0,13,46.05,42.38,5.10,1.08,0.36,0.00,0.52
LANCASTER - FLAT CREEK,2057,26,2030,1357,599,0,0,0,15,65.97,29.12,1.26,0.00,0.00,0.00,0.73
LANCASTER - GOLD HILL,1412,44,1369,1258,0,8,0,0,0,89.09,0.00,3.12,0.57,0.00,0.00,0.00
LANCASTER - HARRISBURG,4384,506,3877,3171,433,214,0,0,0,72.33,9.88,11.54,4.88,0.00,0.00,0.00
LANCASTER - HEATH SPRINGS,1645,0,1646,1014,511,52,0,0,3,61.64,31.06,0.00,3.16,0.00,0.00,0.18
LANCASTER - HYDE PARK,2676,46,2624,1582,1031,0,4,0,0,59.12,38.53,1.72,0.00,0.15,0.00,0.00
LANCASTER - JIM WILSON,1081,85,995,783,157,20,0,0,3,72.43,14.52,7.86,1.85,0.00,0.00,0.28
LANCASTER - KERSHAW,4365,93,4270,3113,1114,0,9,0,0,71.32,25.52,2.13,0.00,0.21,0.00,0.00
LANCASTER - MCLLWAIN,3060,96,2949,2282,590,4,5,0,0,74.58,19.28,3.14,0.13,0.16,0.00,0.00
LANCASTER - OSCEOLA,3661,290,3368,2652,531,67,0,0,11,72.44,14.50,7.92,1.83,0.00,0.00,0.30
LANCASTER - PLEASANT HILL,1594,0,1594,1430,177,0,0,0,0,89.71,11.10,0.00,0.00,0.00,0.00,0.00
LANCASTER - PLEASANT VALLEY,3160,326,2835,2055,208,424,0,0,18,65.03,6.58,10.32,13.42,0.00,0.00,0.57
LANCASTER - POSSUM HOLLOW,3669,178,3516,2472,850,76,0,5,0,67.38,23.17,4.85,2.07,0.00,0.14,0.00
LANCASTER - RICH HILL,1540,5,1536,1265,244,3,0,0,1,82.14,15.84,0.32,0.19,0.00,0.00,0.06
LANCASTER - RIVER ROAD,2723,159,2551,2169,188,78,0,0,24,79.65,6.90,5.84,2.86,0.00,0.00,0.88
LANCASTER - RIVERSIDE,905,25,881,597,209,27,0,0,16,65.97,23.09,2.76,2.98,0.00,0.00,1.77
LANCASTER - SIX MILE CREEK,2154,227,1930,1717,92,19,16,0,16,79.71,4.27,10.54,0.88,0.74,0.00,0.74
LANCASTER - SPRINGDALE,2877,78,2803,1760,913,0,10,0,0,61.17,31.73,2.71,0.00,0.35,0.00,0.00
LANCASTER - SUN CITY-CAROLINA LAKES,5112,95,5024,4974,27,39,0,0,20,97.30,0.53,1.86,0.76,0.00,0.00,0.39
LANCASTER - TRADESVILLE,1645,3,1644,1536,95,0,0,0,0,93.37,5.78,0.18,0.00,0.00,0.00,0.00
LANCASTER - UNITY,1502,5,1486,1259,202,0,0,0,15,83.82,13.45,0.33,0.00,0.00,0.00,1.00
LANCASTER - VAN WYCK,2332,104,2224,1742,402,27,0,0,12,74.70,17.24,4.46,1.16,0.00,0.00,0.51
LAURENS - BAILEY,1471,8,1455,977,345,0,0,0,0,66.42,23.45,0.54,0.00,0.00,0.00,0.00
LAURENS - BARKSDALE-NARINE,1132,27,1095,960,147,0,5,0,0,84.81,12.99,2.39,0.00,0.44,0.00,0.00
LAURENS - BREWERTON - PRINCETON,908,14,895,827,17,38,0,0,0,91.08,1.87,1.54,4.19,0.00,0.00,0.00
LAURENS - CLINTON 1,1964,23,1941,1200,634,6,0,0,0,61.10,32.28,1.17,0.31,0.00,0.00,0.00
LAURENS - CLINTON 2,2388,59,2321,1672,541,14,0,0,0,70.02,22.65,2.47,0.59,0.00,0.00,0.00
LAURENS - CLINTON 3,1822,23,1806,1428,284,44,0,0,0,78.38,15.59,1.26,2.41,0.00,0.00,0.00
LAURENS - CLINTON MILL,1447,1,1446,636,742,32,0,0,0,43.95,51.28,0.07,2.21,0.00,0.00,0.00
LAURENS - COOKS,3226,357,2891,2106,647,23,0,10,0,65.28,20.06,11.07,0.71,0.00,0.31,0.00
LAURENS - CROSS HILL,2444,9,2419,1776,619,0,0,0,0,72.67,25.33,0.37,0.00,0.00,0.00,0.00
LAURENS - EKOM,679,0,681,645,53,6,0,0,0,94.99,7.81,0.00,0.88,0.00,0.00,0.00
LAURENS - GRAY COURT,2369,82,2290,1661,595,0,5,0,4,70.11,25.12,3.46,0.00,0.21,0.00,0.17
LAURENS - GREENPOND,2072,120,1952,1893,59,0,0,0,0,91.36,2.85,5.79,0.00,0.00,0.00,0.00
LAURENS - HICKORY TAVERN,2665,98,2571,2393,153,0,0,0,0,89.79,5.74,3.68,0.00,0.00,0.00,0.00
LAURENS - JOANNA,2347,119,2228,1828,362,23,0,22,0,77.89,15.42,5.07,0.98,0.00,0.94,0.00
LAURENS - JONES,2692,89,2598,1914,606,3,0,1,0,71.10,22.51,3.31,0.11,0.00,0.04,0.00
LAURENS - LAURENS 1,634,1,640,293,348,0,0,0,0,46.21,54.89,0.16,0.00,0.00,0.00,0.00
LAURENS - LAURENS 2,603,5,593,191,332,0,0,0,0,31.67,55.06,0.83,0.00,0.00,0.00,0.00
LAURENS - LAURENS 3,1486,80,1420,877,532,0,8,0,0,59.02,35.80,5.38,0.00,0.54,0.00,0.00
LAURENS - LAURENS 4,726,8,719,105,616,0,0,0,0,14.46,84.85,1.10,0.00,0.00,0.00,0.00
LAURENS - LAURENS 5,1912,17,1884,1228,586,0,25,0,0,64.23,30.65,0.89,0.00,1.31,0.00,0.00
LAURENS - LAURENS 6,1580,21,1571,1167,373,0,0,8,27,73.86,23.61,1.33,0.00,0.00,0.51,1.71
LAURENS - LONG BRANCH,1264,8,1251,1026,237,4,0,0,1,81.17,18.75,0.63,0.32,0.00,0.00,0.08
LAURENS - LYDIA MILL,1826,0,1828,714,1174,0,0,0,0,39.10,64.29,0.00,0.00,0.00,0.00,0.00
LAURENS - MADDENS,1634,22,1627,1074,509,5,0,0,24,65.73,31.15,1.35,0.31,0.00,0.00,1.47
LAURENS - MARTINS-POPLAR SPRINGS,908,2,905,863,22,9,0,0,0,95.04,2.42,0.22,0.99,0.00,0.00,0.00
LAURENS - MOUNT OLIVE,1403,7,1400,1335,27,0,0,0,0,95.15,1.92,0.50,0.00,0.00,0.00,0.00
LAURENS - MOUNTVILLE,732,0,733,537,204,0,0,0,0,73.36,27.87,0.00,0.00,0.00,0.00,0.00
LAURENS - ORA-LANFORD,1134,25,1110,860,204,22,0,0,0,75.84,17.99,2.20,1.94,0.00,0.00,0.00
LAURENS - TRINITY RIDGE,1488,0,1477,868,545,0,0,2,40,58.33,36.63,0.00,0.00,0.00,0.13,2.69
LAURENS - WATERLOO,1780,2,1792,1399,313,49,0,0,0,78.60,17.58,0.11,2.75,0.00,0.00,0.00
LAURENS - WATTSVILLE,1736,102,1627,1217,408,0,0,0,4,70.10,23.50,5.88,0.00,0.00,0.00,0.23
LAURENS - YOUNGS,1500,47,1430,1315,72,0,0,4,0,87.67,4.80,3.13,0.00,0.00,0.27,0.00
LEE - ASHLANDSTOKES BRIDGE,346,0,346,305,27,0,0,0,0,88.15,7.80,0.00,0.00,0.00,0.00,0.00
LEE - ASHWOOD,686,0,687,305,271,0,0,0,0,44.46,39.50,0.00,0.00,0.00,0.00,0.00
LEE - BISHOPVILLE NO. 1,1551,34,1517,279,1220,0,0,0,0,17.99,78.66,2.19,0.00,0.00,0.00,0.00
LEE - BISHOPVILLE NO. 2,731,25,706,121,550,0,8,0,0,16.55,75.24,3.42,0.00,1.09,0.00,0.00
LEE - BISHOPVILLE NO. 3,616,0,616,264,315,21,9,0,7,42.86,51.14,0.00,3.41,1.46,0.00,1.14
LEE - BISHOPVILLE NO. 4,1208,0,1208,319,885,0,0,1,0,26.41,73.26,0.00,0.00,0.00,0.08,0.00
LEE - CEDAR CREEK,443,16,414,247,165,0,0,0,0,55.76,37.25,3.61,0.00,0.00,0.00,0.00
LEE - CYPRESS,766,100,666,156,506,0,0,0,0,20.37,66.06,13.05,0.00,0.00,0.00,0.00
LEE - ELLIOTT,286,4,282,53,229,0,0,0,0,18.53,80.07,1.40,0.00,0.00,0.00,0.00
LEE - HICKORY HILL,443,0,448,208,218,0,5,0,0,46.95,49.21,0.00,0.00,1.13,0.00,0.00
LEE - IONIA,1002,0,973,484,483,0,0,0,0,48.30,48.20,0.00,0.00,0.00,0.00,0.00
LEE - LYNCHBURG,742,0,744,109,622,0,0,0,0,14.69,83.83,0.00,0.00,0.00,0.00,0.00
LEE - MANVILLE,606,6,600,232,367,0,0,0,0,38.28,60.56,0.99,0.00,0.00,0.00,0.00
LEE - MT. CLIO,180,2,178,41,140,0,1,0,0,22.78,77.78,1.11,0.00,0.56,0.00,0.00
LEE - RATTLESNAKE SPRINGS,281,0,281,222,77,0,0,0,0,79.00,27.40,0.00,0.00,0.00,0.00,0.00
LEE - SCHROCKS MILLLUCKNOW,631,76,593,329,266,0,0,2,0,52.14,42.16,12.04,0.00,0.00,0.32,0.00
LEE - SOUTH LYNCHBURG,234,0,232,97,136,0,0,0,0,41.45,58.12,0.00,0.00,0.00,0.00,0.00
LEE - SPRING HILL,601,0,600,143,441,0,0,0,0,23.79,73.38,0.00,0.00,0.00,0.00,0.00
LEE - ST. CHARLES,989,7,982,307,668,0,0,0,0,31.04,67.54,0.71,0.00,0.00,0.00,0.00
LEE - ST. MATTHEWS,189,0,190,130,59,0,0,1,0,68.78,31.22,0.00,0.00,0.00,0.53,0.00
LEE - TURKEY CREEK,186,0,185,126,59,0,0,0,0,67.74,31.72,0.00,0.00,0.00,0.00,0.00
LEE - WOODROW,192,0,191,64,106,0,0,0,0,33.33,55.21,0.00,0.00,0.00,0.00,0.00
LEXINGTON - AMICKS FERRY,3210,43,3163,3124,2,0,0,0,0,97.32,0.06,1.34,0.00,0.00,0.00,0.00
LEXINGTON - BARR ROAD 1,1692,48,1649,1330,278,28,0,0,0,78.61,16.43,2.84,1.65,0.00,0.00,0.00
LEXINGTON - BARR ROAD 2,4824,405,4419,4019,216,160,0,0,0,83.31,4.48,8.40,3.32,0.00,0.00,0.00
LEXINGTON - BATESBURG,2131,38,2091,1229,770,0,0,0,0,57.67,36.13,1.78,0.00,0.00,0.00,0.00
LEXINGTON - BEULAH CHURCH,2787,82,2705,2662,0,0,0,0,0,95.51,0.00,2.94,0.00,0.00,0.00,0.00
LEXINGTON - BOILING SPRINGS,2892,37,2861,2465,309,0,4,0,0,85.24,10.68,1.28,0.00,0.14,0.00,0.00
LEXINGTON - BOILING SPRINGS SOUTH,1946,70,1895,1799,54,0,6,0,13,92.45,2.77,3.60,0.00,0.31,0.00,0.67
LEXINGTON - BUSH RIVER,1361,22,1336,1121,154,35,0,0,0,82.37,11.32,1.62,2.57,0.00,0.00,0.00
LEXINGTON - CAROLINA SPRINGS,2610,112,2498,1901,359,131,0,0,0,72.84,13.75,4.29,5.02,0.00,0.00,0.00
LEXINGTON - CAYCE 2A,1977,146,1854,1435,345,24,0,0,0,72.58,17.45,7.38,1.21,0.00,0.00,0.00
LEXINGTON - CAYCE WARD NO. 1,2409,101,2301,1619,426,73,0,0,0,67.21,17.68,4.19,3.03,0.00,0.00,0.00
LEXINGTON - CAYCE WARD NO. 2,2166,112,2053,1025,1015,12,0,0,16,47.32,46.86,5.17,0.55,0.00,0.00,0.74
LEXINGTON - CAYCE WARD NO. 3,948,15,933,712,161,13,0,0,0,75.11,16.98,1.58,1.37,0.00,0.00,0.00
LEXINGTON - CEDARCREST,2012,68,1942,1408,535,0,0,1,0,69.98,26.59,3.38,0.00,0.00,0.05,0.00
LEXINGTON - CHALK HILL,4067,138,3890,1342,2431,41,0,2,0,33.00,59.77,3.39,1.01,0.00,0.05,0.00
LEXINGTON - CHALLEDON,1844,119,1724,1210,497,17,0,0,0,65.62,26.95,6.45,0.92,0.00,0.00,0.00
LEXINGTON - CHAPIN,3212,46,3163,2581,450,9,0,0,23,80.35,14.01,1.43,0.28,0.00,0.00,0.72
LEXINGTON - COLDSTREAM,1908,42,1869,1402,419,32,0,0,0,73.48,21.96,2.20,1.68,0.00,0.00,0.00
LEXINGTON - CONGAREE 1,1912,287,1621,1458,136,4,14,0,13,76.26,7.11,15.01,0.21,0.73,0.00,0.68
LEXINGTON - CONGAREE 2,1214,29,1185,955,234,5,9,0,4,78.67,19.28,2.39,0.41,0.74,0.00,0.33
LEXINGTON - CROMER,1454,43,1411,1089,248,6,0,0,25,74.90,17.06,2.96,0.41,0.00,0.00,1.72
LEXINGTON - DREHER ISLAND,1809,55,1760,1668,25,0,0,0,11,92.21,1.38,3.04,0.00,0.00,0.00,0.61
LEXINGTON - DUTCHMAN SHORES,3203,71,3138,2972,107,20,0,0,17,92.79,3.34,2.22,0.62,0.00,0.00,0.53
LEXINGTON - EDENWOOD,2661,101,2560,1852,554,7,0,0,0,69.60,20.82,3.80,0.26,0.00,0.00,0.00
LEXINGTON - EDMUND 1,1960,182,1781,1349,345,28,0,0,0,68.83,17.60,9.29,1.43,0.00,0.00,0.00
LEXINGTON - EDMUND 2,2620,77,2548,2345,110,0,5,0,0,89.50,4.20,2.94,0.00,0.19,0.00,0.00
LEXINGTON - EMMANUEL CHURCH,2441,10,2430,1684,663,14,0,0,10,68.99,27.16,0.41,0.57,0.00,0.00,0.41
LEXINGTON - FAIRVIEW,1751,54,1711,1443,221,0,0,0,8,82.41,12.62,3.08,0.00,0.00,0.00,0.46
LEXINGTON - FAITH CHURCH,1567,64,1482,1232,78,149,4,0,0,78.62,4.98,4.08,9.51,0.26,0.00,0.00
LEXINGTON - GARDENDALE,2018,5,2021,886,1197,16,0,0,0,43.90,59.32,0.25,0.79,0.00,0.00,0.00
LEXINGTON - GASTON 1,1877,52,1808,1619,133,0,5,0,39,86.25,7.09,2.77,0.00,0.27,0.00,2.08
LEXINGTON - GASTON 2,2465,294,2176,1543,566,0,2,0,5,62.60,22.96,11.93,0.00,0.08,0.00,0.20
LEXINGTON - GILBERT,2646,310,2311,2105,208,7,0,0,0,79.55,7.86,11.72,0.26,0.00,0.00,0.00
LEXINGTON - GRENADIER,2499,193,2304,1225,862,57,22,0,0,49.02,34.49,7.72,2.28,0.88,0.00,0.00
LEXINGTON - HOLLOW CREEK,2828,146,2682,2527,53,4,0,4,0,89.36,1.87,5.16,0.14,0.00,0.14,0.00
LEXINGTON - HOOKS STORE,2460,81,2403,1796,480,33,0,0,10,73.01,19.51,3.29,1.34,0.00,0.00,0.41
LEXINGTON - IRMO,2524,145,2382,1709,475,9,0,0,107,67.71,18.82,5.74,0.36,0.00,0.00,4.24
LEXINGTON - KITTI WAKE,2072,47,2025,1739,221,0,6,0,15,83.93,10.67,2.27,0.00,0.29,0.00,0.72
LEXINGTON - LAKE MURRAY 1,2327,66,2261,2105,113,17,0,0,0,90.46,4.86,2.84,0.73,0.00,0.00,0.00
LEXINGTON - LAKE MURRAY 2,4244,124,4122,3615,477,13,0,0,15,85.18,11.24,2.92,0.31,0.00,0.00,0.35
LEXINGTON - LEAPHART ROAD,1562,75,1417,1027,275,48,0,0,0,65.75,17.61,4.80,3.07,0.00,0.00,0.00
LEXINGTON - LEESVILLE,3046,20,3011,1971,950,0,0,0,10,64.71,31.19,0.66,0.00,0.00,0.00,0.33
LEXINGTON - LEXINGTON NO. 1,2864,74,2791,2400,242,64,6,0,5,83.80,8.45,2.58,2.23,0.21,0.00,0.17
LEXINGTON - LEXINGTON NO. 2,3070,66,3004,1919,1029,6,0,0,0,62.51,33.52,2.15,0.20,0.00,0.00,0.00
LEXINGTON - LEXINGTON NO. 3,3971,102,3734,3308,215,147,0,5,19,83.30,5.41,2.57,3.70,0.00,0.13,0.48
LEXINGTON - LEXINGTON NO. 4,3382,104,3277,2934,240,82,0,0,0,86.75,7.10,3.08,2.42,0.00,0.00,0.00
LEXINGTON - LINCREEK,2535,90,2446,1852,425,56,0,0,0,73.06,16.77,3.55,2.21,0.00,0.00,0.00
LEXINGTON - MACK-EDISTO,797,10,793,730,42,0,5,0,0,91.59,5.27,1.25,0.00,0.63,0.00,0.00
LEXINGTON - MIDWAY,1473,12,1467,1358,34,69,0,0,0,92.19,2.31,0.81,4.68,0.00,0.00,0.00
LEXINGTON - MIMS,1787,104,1684,1447,216,0,0,0,0,80.97,12.09,5.82,0.00,0.00,0.00,0.00
LEXINGTON - MOUNT HOREB,2736,77,2657,2657,0,0,0,0,0,97.11,0.00,2.81,0.00,0.00,0.00,0.00
LEXINGTON - MT. HEBRON,1927,115,1840,1423,241,85,0,0,43,73.85,12.51,5.97,4.41,0.00,0.00,2.23
LEXINGTON - MURRAYWOOD,2035,13,2019,1473,426,45,0,0,40,72.38,20.93,0.64,2.21,0.00,0.00,1.97
LEXINGTON - OAKWOOD,2961,119,2842,2534,66,131,24,0,2,85.58,2.23,4.02,4.42,0.81,0.00,0.07
LEXINGTON - OLD BARNWELL RD,1928,78,1750,1276,347,44,0,2,54,66.18,18.00,4.05,2.28,0.00,0.10,2.80
LEXINGTON - OLD LEXINGTON,3198,63,3130,2833,49,140,0,0,0,88.59,1.53,1.97,4.38,0.00,0.00,0.00
LEXINGTON - PARK ROAD 1,2431,48,2392,1948,317,76,0,0,0,80.13,13.04,1.97,3.13,0.00,0.00,0.00
LEXINGTON - PARK ROAD 2,1694,54,1761,1450,167,109,0,0,6,85.60,9.86,3.19,6.43,0.00,0.00,0.35
LEXINGTON - PELION 1,1778,85,1673,1556,56,5,10,0,15,87.51,3.15,4.78,0.28,0.56,0.00,0.84
LEXINGTON - PELION 2,1932,29,1906,1604,158,35,7,0,0,83.02,8.18,1.50,1.81,0.36,0.00,0.00
LEXINGTON - PILGRIM CHURCH,2531,89,2442,2205,166,41,0,0,9,87.12,6.56,3.52,1.62,0.00,0.00,0.36
LEXINGTON - PINE RIDGE 1,1647,138,1521,1145,310,26,3,3,0,69.52,18.82,8.38,1.58,0.18,0.18,0.00
LEXINGTON - PINERIDGE 2,2913,58,2855,2064,655,32,0,0,33,70.85,22.49,1.99,1.10,0.00,0.00,1.13
LEXINGTON - PINEVIEW,1785,58,1769,1410,316,16,4,0,0,78.99,17.70,3.25,0.90,0.22,0.00,0.00
LEXINGTON - PLATT SPRINGS 1,1597,68,1528,1341,178,0,0,0,0,83.97,11.15,4.26,0.00,0.00,0.00,0.00
LEXINGTON - PLATT SPRINGS 2,4157,167,3990,2624,1268,35,0,0,0,63.12,30.50,4.02,0.84,0.00,0.00,0.00
LEXINGTON - POND BRANCH,3099,123,2969,2812,84,0,0,0,4,90.74,2.71,3.97,0.00,0.00,0.00,0.13
LEXINGTON - PROVIDENCE CHURCH,2767,53,2718,2641,26,28,0,0,0,95.45,0.94,1.92,1.01,0.00,0.00,0.00
LEXINGTON - QUAIL HOLLOW,2567,189,2386,1813,425,101,0,0,0,70.63,16.56,7.36,3.93,0.00,0.00,0.00
LEXINGTON - QUAIL VALLEY,1912,52,1861,1358,434,42,0,0,0,71.03,22.70,2.72,2.20,0.00,0.00,0.00
LEXINGTON - RED BANK,4754,121,4623,3674,804,35,5,4,0,77.28,16.91,2.55,0.74,0.11,0.08,0.00
LEXINGTON - RED BANK SOUTH 1,3221,138,3074,2695,343,16,0,2,0,83.67,10.65,4.28,0.50,0.00,0.06,0.00
LEXINGTON - RED BANK SOUTH 2,1971,79,1894,1266,440,89,0,0,0,64.23,22.32,4.01,4.52,0.00,0.00,0.00
LEXINGTON - RIDGE ROAD,2237,7,2234,2223,13,0,0,0,0,99.37,0.58,0.31,0.00,0.00,0.00,0.00
LEXINGTON - RIVER BLUFF,2899,21,2887,2598,120,148,2,0,0,89.62,4.14,0.72,5.11,0.07,0.00,0.00
LEXINGTON - ROUND HILL,4337,329,4024,3468,367,130,0,0,0,79.96,8.46,7.59,3.00,0.00,0.00,0.00
LEXINGTON - SALUDA RIVER,2215,81,2135,1623,474,0,0,0,0,73.27,21.40,3.66,0.00,0.00,0.00,0.00
LEXINGTON - SANDHILL,2784,240,2533,1747,794,0,0,0,5,62.75,28.52,8.62,0.00,0.00,0.00,0.18
LEXINGTON - SANDY RUN,907,12,895,789,99,0,0,0,0,86.99,10.92,1.32,0.00,0.00,0.00,0.00
LEXINGTON - SEVEN OAKS,1787,139,1648,1198,368,50,0,0,22,67.04,20.59,7.78,2.80,0.00,0.00,1.23
LEXINGTON - SHARPES HILL,2611,261,2338,2012,291,7,6,0,0,77.06,11.15,10.00,0.27,0.23,0.00,0.00
LEXINGTON - SPRINGDALE,1634,76,1658,1506,42,55,0,5,33,92.17,2.57,4.65,3.37,0.00,0.31,2.02
LEXINGTON - SPRINGDALE SOUTH,827,43,784,433,325,0,4,0,0,52.36,39.30,5.20,0.00,0.48,0.00,0.00
LEXINGTON - ST DAVIDS,3273,85,3188,2215,833,70,4,0,0,67.67,25.45,2.60,2.14,0.12,0.00,0.00
LEXINGTON - ST. MICHAEL,2533,60,2473,2334,80,26,0,0,0,92.14,3.16,2.37,1.03,0.00,0.00,0.00
LEXINGTON - SUMMIT,1773,8,1780,1600,132,0,0,0,29,90.24,7.45,0.45,0.00,0.00,0.00,1.64
