precinct_id,cvap_18plus,hispanic_cvap,non_hispanic_cvap,white_cvap,black_cvap,asian_cvap,native_cvap,pacific_cvap,multiracial_cvap,white_cvap_pct,black_cvap_pct,hispanic_cvap_pct,asian_cvap_pct,native_cvap_pct,pacific_cvap_pct,multiracial_cvap_pct
PICKENS - NORTH LIBERTY,1596,22,1545,1462,66,7,0,0,0,91.60,4.14,1.38,0.44,0.00,0.00,0.00
PICKENS - NORTH PICKENS,1794,11,1788,1640,10,4,0,6,0,91.42,0.56,0.61,0.22,0.00,0.33,0.00
PICKENS - PENDLETON,1017,12,1007,912,58,0,0,0,0,89.68,5.70,1.18,0.00,0.00,0.00,0.00
PICKENS - PICKENSVILLE,1647,28,1636,1470,109,28,4,0,23,89.25,6.62,1.70,1.70,0.24,0.00,1.40
PICKENS - PIKE,1326,86,1236,1031,165,15,0,0,0,77.75,12.44,6.49,1.13,0.00,0.00,0.00
PICKENS - POPE FIELD,1186,39,1141,966,113,0,4,0,3,81.45,9.53,3.29,0.00,0.34,0.00,0.25
PICKENS - PRATERS CREEK,1160,13,1153,1131,0,1,0,0,0,97.50,0.00,1.12,0.09,0.00,0.00,0.00
PICKENS - PUMPKINTOWN,2037,0,2038,1955,0,0,5,0,0,95.97,0.00,0.00,0.00,0.25,0.00,0.00
PICKENS - RICES CREEK,1721,0,1722,1594,59,38,0,0,0,92.62,3.43,0.00,2.21,0.00,0.00,0.00
PICKENS - ROCK SPRINGS,2344,13,2379,2068,248,46,4,0,1,88.23,10.58,0.55,1.96,0.17,0.00,0.04
PICKENS - SALUDA,1047,25,1022,863,80,0,0,0,0,82.43,7.64,2.39,0.00,0.00,0.00,0.00
PICKENS - SHEFFIELD,1435,71,1363,1386,21,1,0,0,0,96.59,1.46,4.95,0.07,0.00,0.00,0.00
PICKENS - SIMPSON,1447,141,1302,922,296,0,0,0,10,63.72,20.46,9.74,0.00,0.00,0.00,0.69
PICKENS - SITTON,1472,33,1440,1423,7,0,6,0,15,96.67,0.48,2.24,0.00,0.41,0.00,1.02
PICKENS - SIX MILE,1836,73,1761,1740,8,2,0,0,15,94.77,0.44,3.98,0.11,0.00,0.00,0.82
PICKENS - SIX MILE MOUNTAIN,1896,25,1859,1822,0,14,8,0,5,96.10,0.00,1.32,0.74,0.42,0.00,0.26
PICKENS - SKELTON,1541,8,1543,1480,0,61,0,0,0,96.04,0.00,0.52,3.96,0.00,0.00,0.00
PICKENS - SMITH GROVE,1269,39,1247,936,120,0,0,0,36,73.76,9.46,3.07,0.00,0.00,0.00,2.84
PICKENS - SOUTH CENTRAL,1383,50,1327,954,212,38,0,0,0,68.98,15.33,3.62,2.75,0.00,0.00,0.00
PICKENS - SOUTH PICKENS,1737,33,1701,1303,355,4,7,0,0,75.01,20.44,1.90,0.23,0.40,0.00,0.00
PICKENS - STONE CHURCH,1795,21,1770,1586,163,0,0,0,5,88.36,9.08,1.17,0.00,0.00,0.00,0.28
PICKENS - TRI COUNTY,848,17,803,724,45,0,0,0,4,85.38,5.31,2.00,0.00,0.00,0.00,0.47
PICKENS - UNIVERSITY,6818,286,6533,5854,496,79,8,0,24,85.86,7.27,4.19,1.16,0.12,0.00,0.35
PICKENS - VINLAND,1365,27,1338,1328,3,0,0,0,0,97.29,0.22,1.98,0.00,0.00,0.00,0.00
PICKENS - WEST CENTRAL,2632,166,2466,1872,213,194,0,0,29,71.12,8.09,6.31,7.37,0.00,0.00,1.10
PICKENS - WEST LIBERTY,1826,45,1787,1630,98,4,0,1,0,89.27,5.37,2.46,0.22,0.00,0.05,0.00
PICKENS - WEST PICKENS,2197,63,2135,2056,39,1,18,0,0,93.58,1.78,2.87,0.05,0.82,0.00,0.00
PICKENS - WOODSIDE,2249,13,2207,1717,528,12,0,0,29,76.35,23.48,0.58,0.53,0.00,0.00,1.29
PICKENS - ZION,1384,76,1312,1181,83,0,0,0,1,85.33,6.00,5.49,0.00,0.00,0.00,0.07
RICHLAND - ARCADIA,1367,28,1339,907,317,69,0,0,10,66.35,23.19,2.05,5.05,0.00,0.00,0.73
RICHLAND - ARDINCAPLE,635,0,634,55,579,0,0,0,0,8.66,91.18,0.00,0.00,0.00,0.00,0.00
RICHLAND - BALLENTINE 1,1758,51,1702,1433,191,60,0,0,0,81.51,10.86,2.90,3.41,0.00,0.00,0.00
RICHLAND - BALLENTINE 2,2314,17,2297,2193,74,39,0,0,0,94.77,3.20,0.73,1.69,0.00,0.00,0.00
RICHLAND - BEATTY ROAD,1004,97,914,246,630,32,0,0,4,24.50,62.75,9.66,3.19,0.00,0.00,0.40
RICHLAND - BLUFF,2809,38,2771,177,2481,23,0,0,0,6.30,88.32,1.35,0.82,0.00,0.00,0.00
RICHLAND - BLYTHEWOOD 1,3083,141,2952,1847,846,66,0,0,66,59.91,27.44,4.57,2.14,0.00,0.00,2.14
RICHLAND - BLYTHEWOOD 2,2658,37,2639,1561,1011,6,0,0,0,58.73,38.04,1.39,0.23,0.00,0.00,0.00
RICHLAND - BLYTHEWOOD 3,3297,96,3182,1568,1616,48,0,0,22,47.56,49.01,2.91,1.46,0.00,0.00,0.67
RICHLAND - BOOKMAN,3204,311,2893,954,1790,34,0,0,41,29.78,55.87,9.71,1.06,0.00,0.00,1.28
RICHLAND - BRANDON 1,2968,273,2690,556,1895,74,0,0,0,18.73,63.85,9.20,2.49,0.00,0.00,0.00
RICHLAND - BRANDON 2,3325,225,3091,1041,1460,222,0,0,3,31.31,43.91,6.77,6.68,0.00,0.00,0.09
RICHLAND - BRIARWOOD,3127,81,3045,440,2246,0,0,0,19,14.07,71.83,2.59,0.00,0.00,0.00,0.61
RICHLAND - BRIDGE CREEK,2378,68,2314,681,1500,87,0,0,0,28.64,63.08,2.86,3.66,0.00,0.00,0.00
RICHLAND - CAUGHMAN ROAD,2085,183,1907,613,1327,0,19,0,2,29.40,63.65,8.78,0.00,0.91,0.00,0.10
RICHLAND - COLLEGE PLACE,1321,19,1302,101,1180,0,0,0,0,7.65,89.33,1.44,0.00,0.00,0.00,0.00
RICHLAND - COOPER,1048,25,1021,983,0,17,0,0,0,93.80,0.00,2.39,1.62,0.00,0.00,0.00
RICHLAND - DENNYSIDE,1265,9,1254,811,414,9,6,0,0,64.11,32.73,0.71,0.71,0.47,0.00,0.00
RICHLAND - DENTSVILLE,2082,71,2011,194,1707,46,0,6,21,9.32,81.99,3.41,2.21,0.00,0.29,1.01
RICHLAND - DUTCH FORK 1,1528,73,1459,1411,64,0,0,0,0,92.34,4.19,4.78,0.00,0.00,0.00,0.00
RICHLAND - DUTCH FORK 2,1753,62,1688,1414,121,101,0,0,0,80.66,6.90,3.54,5.76,0.00,0.00,0.00
RICHLAND - DUTCH FORK 3,2039,48,1993,1599,232,120,0,0,0,78.42,11.38,2.35,5.89,0.00,0.00,0.00
RICHLAND - DUTCH FORK 4,1602,0,1602,1131,390,0,27,0,0,70.60,24.34,0.00,0.00,1.69,0.00,0.00
RICHLAND - EAST FOREST ACRES,1316,19,1297,1336,9,15,0,0,0,101.52,0.68,1.44,1.14,0.00,0.00,0.00
RICHLAND - EASTOVER,1160,0,1163,124,971,0,0,0,15,10.69,83.71,0.00,0.00,0.00,0.00,1.29
RICHLAND - EDGEWOOD,1897,6,1894,136,1751,0,0,0,0,7.17,92.30,0.32,0.00,0.00,0.00,0.00
RICHLAND - ESTATES,1708,78,1628,964,582,35,2,0,8,56.44,34.07,4.57,2.05,0.12,0.00,0.47
RICHLAND - FAIRLAWN,3167,237,2919,902,1985,0,0,0,10,28.48,62.68,7.48,0.00,0.00,0.00,0.32
RICHLAND - FAIRWOLD,1096,6,1089,24,979,0,0,40,0,2.19,89.32,0.55,0.00,0.00,3.65,0.00
RICHLAND - FRIARSGATE 1,1984,46,1952,1178,580,132,0,0,3,59.38,29.23,2.32,6.65,0.00,0.00,0.15
RICHLAND - FRIARSGATE 2,1900,64,1831,1407,404,0,0,0,9,74.05,21.26,3.37,0.00,0.00,0.00,0.47
RICHLAND - GADSDEN,1247,16,1230,105,1065,0,0,0,11,8.42,85.40,1.28,0.00,0.00,0.00,0.88
RICHLAND - GARNERS,1540,22,1521,751,761,0,0,0,0,48.77,49.42,1.43,0.00,0.00,0.00,0.00
RICHLAND - GREENVIEW,1599,20,1579,69,1483,0,0,0,23,4.32,92.75,1.25,0.00,0.00,0.00,1.44
RICHLAND - GREGG PARK,2819,91,2733,1627,862,228,7,0,19,57.72,30.58,3.23,8.09,0.25,0.00,0.67
RICHLAND - HAMPTON,2269,164,2097,1447,573,16,0,10,0,63.77,25.25,7.23,0.71,0.00,0.44,0.00
RICHLAND - HARBISON 1,3350,36,3330,1249,1917,96,1,0,68,37.28,57.22,1.07,2.87,0.03,0.00,2.03
RICHLAND - HARBISON 2,1981,8,1962,876,1017,17,0,0,36,44.22,51.34,0.40,0.86,0.00,0.00,1.82
RICHLAND - HOPKINS 1,1799,12,1792,344,1431,0,0,0,0,19.12,79.54,0.67,0.00,0.00,0.00,0.00
RICHLAND - HOPKINS 2,1347,25,1316,304,1010,0,0,0,0,22.57,74.98,1.86,0.00,0.00,0.00,0.00
RICHLAND - HORRELL HILL,2564,251,2309,1149,1088,0,10,0,0,44.81,42.43,9.79,0.00,0.39,0.00,0.00
RICHLAND - HUNTING CREEK,632,16,606,270,235,162,0,0,0,42.72,37.18,2.53,25.63,0.00,0.00,0.00
RICHLAND - KEELS 1,2991,277,2670,373,2200,19,0,0,0,12.47,73.55,9.26,0.64,0.00,0.00,0.00
RICHLAND - KEELS 2,2238,149,2085,296,1721,49,0,0,0,13.23,76.90,6.66,2.19,0.00,0.00,0.00
RICHLAND - KEENAN,1908,24,1881,702,1114,42,0,0,9,36.79,58.39,1.26,2.20,0.00,0.00,0.47
RICHLAND - KELLY MILL,2792,75,2709,1110,1493,0,0,0,23,39.76,53.47,2.69,0.00,0.00,0.00,0.82
RICHLAND - KILLIAN,3370,116,3254,1437,1765,25,0,0,26,42.64,52.37,3.44,0.74,0.00,0.00,0.77
RICHLAND - KINGSWOOD,3047,148,2899,632,2236,7,0,4,0,20.74,73.38,4.86,0.23,0.00,0.13,0.00
RICHLAND - LAKE CAROLINA,3121,117,3004,1551,1095,340,0,0,0,49.70,35.08,3.75,10.89,0.00,0.00,0.00
RICHLAND - LINCOLNSHIRE,2591,61,2535,44,2384,0,0,0,0,1.70,92.01,2.35,0.00,0.00,0.00,0.00
RICHLAND - LONGCREEK,5722,128,5596,2025,3296,128,4,0,0,35.39,57.60,2.24,2.24,0.07,0.00,0.00
RICHLAND - LONGLEAF,1874,241,1641,308,1343,4,0,0,5,16.44,71.66,12.86,0.21,0.00,0.00,0.27
RICHLAND - LYKESLAND,2063,31,2041,740,1204,0,13,0,10,35.87,58.36,1.50,0.00,0.63,0.00,0.48
RICHLAND - MALLET HILL,3900,128,3765,1112,2442,165,0,0,0,28.51,62.62,3.28,4.23,0.00,0.00,0.00
RICHLAND - MCENTIRE,1019,0,1023,282,727,0,4,0,0,27.67,71.34,0.00,0.00,0.39,0.00,0.00
RICHLAND - MEADOWFIELD,2244,103,2159,1564,500,52,0,0,0,69.70,22.28,4.59,2.32,0.00,0.00,0.00
RICHLAND - MEADOWLAKE,2816,54,2762,428,2294,4,4,0,0,15.20,81.46,1.92,0.14,0.14,0.00,0.00
RICHLAND - MIDWAY,4239,46,4200,594,3349,86,0,0,106,14.01,79.00,1.09,2.03,0.00,0.00,2.50
RICHLAND - MILL CREEK,1239,148,1085,372,617,0,0,0,0,30.02,49.80,11.95,0.00,0.00,0.00,0.00
RICHLAND - MONTICELLO,2112,5,2114,1077,1014,0,0,0,12,50.99,48.01,0.24,0.00,0.00,0.00,0.57
RICHLAND - NORTH FOREST ACRES,1380,14,1362,958,329,16,0,0,7,69.42,23.84,1.01,1.16,0.00,0.00,0.51
RICHLAND - NORTH SPRINGS 1,1453,35,1415,714,618,49,0,0,2,49.14,42.53,2.41,3.37,0.00,0.00,0.14
RICHLAND - NORTH SPRINGS 2,3374,75,3302,1563,1618,32,0,0,20,46.32,47.95,2.22,0.95,0.00,0.00,0.59
RICHLAND - NORTH SPRINGS 3,2116,308,1808,460,1268,24,0,0,13,21.74,59.92,14.56,1.13,0.00,0.00,0.61
RICHLAND - OAK POINTE 1,960,40,914,631,240,31,0,0,0,65.73,25.00,4.17,3.23,0.00,0.00,0.00
RICHLAND - OAK POINTE 2,539,8,536,400,80,6,0,0,0,74.21,14.84,1.48,1.11,0.00,0.00,0.00
RICHLAND - OAK POINTE 3,975,19,957,626,235,38,0,0,0,64.21,24.10,1.95,3.90,0.00,0.00,0.00
RICHLAND - OAKWOOD,896,16,879,701,159,6,0,0,0,78.24,17.75,1.79,0.67,0.00,0.00,0.00
RICHLAND - OLD FRIARSGATE,1184,12,1168,478,647,34,0,0,0,40.37,54.65,1.01,2.87,0.00,0.00,0.00
RICHLAND - OLYMPIA,6173,216,5959,4012,1617,260,0,0,29,64.99,26.19,3.50,4.21,0.00,0.00,0.47
RICHLAND - PARKRIDGE 1,1201,64,1138,786,284,0,0,0,5,65.45,23.65,5.33,0.00,0.00,0.00,0.42
RICHLAND - PARKRIDGE 2,1058,47,1011,351,613,0,12,0,33,33.18,57.94,4.44,0.00,1.13,0.00,3.12
RICHLAND - PARKWAY 1,2885,13,2878,717,1914,94,0,0,33,24.85,66.34,0.45,3.26,0.00,0.00,1.14
RICHLAND - PARKWAY 2,2840,101,2715,698,1736,69,0,0,23,24.58,61.13,3.56,2.43,0.00,0.00,0.81
RICHLAND - PARKWAY 3,1824,171,1667,123,1646,0,0,4,0,6.74,90.24,9.38,0.00,0.00,0.22,0.00
RICHLAND - PENNINGTON 1,864,3,887,842,22,5,0,0,0,97.45,2.55,0.35,0.58,0.00,0.00,0.00
RICHLAND - PENNINGTON 2,1571,20,1530,1161,367,14,0,0,0,73.90,23.36,1.27,0.89,0.00,0.00,0.00
RICHLAND - PINE GROVE,1979,40,1932,262,1508,0,0,0,0,13.24,76.20,2.02,0.00,0.00,0.00,0.00
RICHLAND - PINE LAKES 1,1375,0,1364,72,1249,0,0,0,0,5.24,90.84,0.00,0.00,0.00,0.00,0.00
RICHLAND - PINE LAKES 2,2020,110,1921,145,1607,0,0,0,0,7.18,79.55,5.45,0.00,0.00,0.00,0.00
RICHLAND - PINEWOOD,1794,36,1768,396,1301,0,0,0,0,22.07,72.52,2.01,0.00,0.00,0.00,0.00
RICHLAND - POLO ROAD,2794,336,2466,780,1546,137,0,0,16,27.92,55.33,12.03,4.90,0.00,0.00,0.57
RICHLAND - PONTIAC 1,3800,160,3670,1609,1898,111,0,0,34,42.34,49.95,4.21,2.92,0.00,0.00,0.89
RICHLAND - PONTIAC 2,3209,95,3110,1197,1526,221,0,0,59,37.30,47.55,2.96,6.89,0.00,0.00,1.84
RICHLAND - RICE CREEK 1,1875,164,1715,100,1591,35,0,0,0,5.33,84.85,8.75,1.87,0.00,0.00,0.00
RICHLAND - RICE CREEK 2,2057,296,1759,276,1406,17,0,4,0,13.42,68.35,14.39,0.83,0.00,0.19,0.00
RICHLAND - RIDGE VIEW 1,2980,201,2778,840,1906,1,0,0,0,28.19,63.96,6.74,0.03,0.00,0.00,0.00
RICHLAND - RIDGE VIEW 2,2556,123,2436,519,1746,153,14,0,0,20.31,68.31,4.81,5.99,0.55,0.00,0.00
RICHLAND - RIDGEWOOD,854,4,844,76,726,0,0,31,0,8.90,85.01,0.47,0.00,0.00,3.63,0.00
RICHLAND - RIVERSIDE,2022,137,1871,672,1061,0,0,0,45,33.23,52.47,6.78,0.00,0.00,0.00,2.23
RICHLAND - RIVERSPRINGS 1,1091,44,1029,866,113,33,3,0,0,79.38,10.36,4.03,3.02,0.27,0.00,0.00
RICHLAND - RIVERSPRINGS 2,1480,0,1493,651,770,19,0,0,0,43.99,52.03,0.00,1.28,0.00,0.00,0.00
RICHLAND - RIVERSPRINGS 3,1429,125,1322,926,270,79,3,0,0,64.80,18.89,8.75,5.53,0.21,0.00,0.00
RICHLAND - RIVERWALK,2682,25,2638,1340,1172,26,0,0,6,49.96,43.70,0.93,0.97,0.00,0.00,0.22
RICHLAND - ROUND TOP,741,7,734,261,527,0,0,0,4,35.22,71.12,0.94,0.00,0.00,0.00,0.54
RICHLAND - SANDLAPPER,3010,197,2802,748,1942,38,0,0,59,24.85,64.52,6.54,1.26,0.00,0.00,1.96
RICHLAND - SATCHELFORD,1480,26,1452,1253,88,19,0,0,0,84.66,5.95,1.76,1.28,0.00,0.00,0.00
RICHLAND - SKYLAND,1178,92,1072,583,421,44,0,0,0,49.49,35.74,7.81,3.74,0.00,0.00,0.00
RICHLAND - SOUTH BELTLINE,1778,62,1716,608,1039,1,0,0,15,34.20,58.44,3.49,0.06,0.00,0.00,0.84
RICHLAND - SOUTH FOREST ACRES,1765,18,1739,1546,206,14,0,0,24,87.59,11.67,1.02,0.79,0.00,0.00,1.36
RICHLAND - SPRING HILL,2812,35,2776,2471,98,152,0,0,0,87.87,3.49,1.24,5.41,0.00,0.00,0.00
RICHLAND - SPRING VALLEY,3270,352,2914,1584,1262,6,0,0,0,48.44,38.59,10.76,0.18,0.00,0.00,0.00
RICHLAND - SPRING VALLEY WEST,3648,138,3553,813,2739,9,0,0,0,22.29,75.08,3.78,0.25,0.00,0.00,0.00
RICHLAND - SPRINGVILLE 1,1586,18,1569,1497,108,0,0,0,0,94.39,6.81,1.13,0.00,0.00,0.00,0.00
RICHLAND - SPRINGVILLE 2,1551,24,1524,1499,33,0,0,0,0,96.65,2.13,1.55,0.00,0.00,0.00,0.00
RICHLAND - ST. ANDREWS,1387,109,1292,585,628,27,0,0,6,42.18,45.28,7.86,1.95,0.00,0.00,0.43
RICHLAND - TRENHOLM ROAD,1095,18,1080,934,105,40,0,0,0,85.30,9.59,1.64,3.65,0.00,0.00,0.00
RICHLAND - TRINITY,1498,87,1406,585,710,35,25,0,1,39.05,47.40,5.81,2.34,1.67,0.00,0.07
RICHLAND - VALHALLA,2235,246,1960,1246,570,55,0,0,2,55.75,25.50,11.01,2.46,0.00,0.00,0.09
RICHLAND - VALLEY STATE PARK,4512,216,4297,781,3487,22,0,1,1,17.31,77.28,4.79,0.49,0.00,0.02,0.02
RICHLAND - WALDEN,5786,177,5609,2266,3159,0,28,0,11,39.16,54.60,3.06,0.00,0.48,0.00,0.19
RICHLAND - WARD 1,5198,181,5020,3848,808,184,0,0,29,74.03,15.54,3.48,3.54,0.00,0.00,0.56
RICHLAND - WARD 10,1555,90,1473,1361,60,43,0,0,0,87.52,3.86,5.79,2.77,0.00,0.00,0.00
RICHLAND - WARD 11,1389,55,1344,901,409,5,0,6,0,64.87,29.45,3.96,0.36,0.00,0.43,0.00
RICHLAND - WARD 12,1588,61,1519,1309,123,70,0,0,0,82.43,7.75,3.84,4.41,0.00,0.00,0.00
RICHLAND - WARD 13,2296,108,2188,2087,62,28,0,0,0,90.90,2.70,4.70,1.22,0.00,0.00,0.00
RICHLAND - WARD 14,1666,75,1578,1532,14,21,0,0,0,91.96,0.84,4.50,1.26,0.00,0.00,0.00
RICHLAND - WARD 15,834,12,825,714,100,7,0,0,0,85.61,11.99,1.44,0.84,0.00,0.00,0.00
RICHLAND - WARD 16,1228,0,1233,1182,20,3,0,0,7,96.25,1.63,0.00,0.24,0.00,0.00,0.57
RICHLAND - WARD 17,1338,44,1286,1077,151,37,1,0,0,80.49,11.29,3.29,2.77,0.07,0.00,0.00
RICHLAND - WARD 18,1985,22,1963,586,1317,13,0,0,0,29.52,66.35,1.11,0.65,0.00,0.00,0.00
RICHLAND - WARD 19,1339,17,1322,74,1216,0,0,0,0,5.53,90.81,1.27,0.00,0.00,0.00,0.00
RICHLAND - WARD 2,2170,31,2142,1353,414,316,0,0,18,62.35,19.08,1.43,14.56,0.00,0.00,0.83
RICHLAND - WARD 20,1835,38,1798,852,863,25,0,0,0,46.43,47.03,2.07,1.36,0.00,0.00,0.00
RICHLAND - WARD 21,1694,51,1649,169,1432,0,0,4,4,9.98,84.53,3.01,0.00,0.00,0.24,0.24
RICHLAND - WARD 22,1673,74,1600,125,1461,8,4,0,0,7.47,87.33,4.42,0.48,0.24,0.00,0.00
RICHLAND - WARD 23,963,30,939,695,206,0,0,0,0,72.17,21.39,3.12,0.00,0.00,0.00,0.00
RICHLAND - WARD 24,874,3,873,793,31,13,0,0,6,90.73,3.55,0.34,1.49,0.00,0.00,0.69
RICHLAND - WARD 25,1830,84,1752,1533,163,43,5,0,24,83.77,8.91,4.59,2.35,0.27,0.00,1.31
RICHLAND - WARD 26,9753,2142,7611,4337,2342,241,61,32,119,44.47,24.01,21.96,2.47,0.63,0.33,1.22
RICHLAND - WARD 29,1889,15,1880,261,1593,10,0,14,0,13.82,84.33,0.79,0.53,0.00,0.74,0.00
RICHLAND - WARD 3,1594,11,1583,934,601,33,0,4,9,58.59,37.70,0.69,2.07,0.00,0.25,0.56
RICHLAND - WARD 30,1832,68,1761,1275,435,40,0,0,14,69.60,23.74,3.71,2.18,0.00,0.00,0.76
RICHLAND - WARD 31,1573,80,1484,475,971,3,0,4,2,30.20,61.73,5.09,0.19,0.00,0.25,0.13
RICHLAND - WARD 32,1090,15,1075,55,928,9,6,0,8,5.05,85.14,1.38,0.83,0.55,0.00,0.73
RICHLAND - WARD 33,1094,10,1080,611,337,65,0,0,0,55.85,30.80,0.91,5.94,0.00,0.00,0.00
RICHLAND - WARD 34,1217,38,1181,1005,127,10,0,0,0,82.58,10.44,3.12,0.82,0.00,0.00,0.00
RICHLAND - WARD 4,1774,24,1751,1235,500,11,0,0,0,69.62,28.18,1.35,0.62,0.00,0.00,0.00
RICHLAND - WARD 5,7561,334,7227,5123,1446,183,0,0,100,67.76,19.12,4.42,2.42,0.00,0.00,1.32
RICHLAND - WARD 6,1507,7,1507,944,449,21,0,5,4,62.64,29.79,0.46,1.39,0.00,0.33,0.27
RICHLAND - WARD 7,1107,26,1080,41,1014,0,0,0,24,3.70,91.60,2.35,0.00,0.00,0.00,2.17
RICHLAND - WARD 8,1347,27,1320,745,535,17,0,0,14,55.31,39.72,2.00,1.26,0.00,0.00,1.04
RICHLAND - WARD 9,928,9,919,266,599,15,0,0,0,28.66,64.55,0.97,1.62,0.00,0.00,0.00
RICHLAND - WEBBER,854,0,852,309,500,0,0,0,4,36.18,58.55,0.00,0.00,0.00,0.00,0.47
RICHLAND - WESTMINSTER,2638,49,2603,729,1825,0,0,0,48,27.63,69.18,1.86,0.00,0.00,0.00,1.82
RICHLAND - WHITEWELL,2377,66,2311,553,1596,150,0,0,0,23.26,67.14,2.78,6.31,0.00,0.00,0.00
RICHLAND - WILDEWOOD,2769,15,2754,1689,638,333,0,0,0,61.00,23.04,0.54,12.03,0.00,0.00,0.00
RICHLAND - WOODFIELD,2966,372,2594,617,1763,73,6,10,63,20.80,59.44,12.54,2.46,0.20,0.34,2.12
RICHLAND - WOODLANDS,1937,65,1860,1676,18,56,0,0,0,86.53,0.93,3.36,2.89,0.00,0.00,0.00
SALUDA - CENTENNIAL,695,31,735,551,146,0,0,0,0,79.28,21.01,4.46,0.00,0.00,0.00,0.00
SALUDA - FRUIT HILL,1349,56,1291,718,576,22,0,0,0,53.22,42.70,4.15,1.63,0.00,0.00,0.00
SALUDA - HIGGINS-ZOAR,771,29,683,329,355,0,0,0,0,42.67,46.04,3.76,0.00,0.00,0.00,0.00
SALUDA - HOLLY,1635,137,1504,1413,25,35,0,0,0,86.42,1.53,8.38,2.14,0.00,0.00,0.00
SALUDA - HOLLYWOOD,1587,18,1550,1403,65,0,0,9,10,88.41,4.10,1.13,0.00,0.00,0.57,0.63
SALUDA - HOLSTONS,953,4,951,837,111,0,4,0,0,87.83,11.65,0.42,0.00,0.42,0.00,0.00
SALUDA - PLEASANT GROVE,854,47,788,733,55,0,0,0,0,85.83,6.44,5.50,0.00,0.00,0.00,0.00
SALUDA - RICHLAND,667,1,720,568,104,0,0,0,0,85.16,15.59,0.15,0.00,0.00,0.00,0.00
SALUDA - RIDGE SPRING-MONETTA,1007,48,958,474,473,0,0,0,0,47.07,46.97,4.77,0.00,0.00,0.00,0.00
SALUDA - SALUDA NO. 1,1595,423,1149,545,604,0,0,0,0,34.17,37.87,26.52,0.00,0.00,0.00,0.00
SALUDA - SALUDA NO. 2,1109,214,889,550,268,0,0,0,0,49.59,24.17,19.30,0.00,0.00,0.00,0.00
SALUDA - SARDIS,990,73,927,774,85,0,0,0,0,78.18,8.59,7.37,0.00,0.00,0.00,0.00
SALUDA - WARD,713,4,695,346,379,0,0,0,0,48.53,53.16,0.56,0.00,0.00,0.00,0.00
SPARTANBURG - ABNER CREEK BAPTIST,2812,107,2684,2129,471,26,0,0,0,75.71,16.75,3.81,0.92,0.00,0.00,0.00
SPARTANBURG - AIRPORT,998,90,907,477,334,20,0,0,0,47.80,33.47,9.02,2.00,0.00,0.00,0.00
SPARTANBURG - ANDERSON MILL BAPTIST,2312,544,1768,1199,364,189,0,0,5,51.86,15.74,23.53,8.17,0.00,0.00,0.22
SPARTANBURG - ANDERSON MILL ELEMENTARY,2835,87,2750,1819,803,126,0,0,0,64.16,28.32,3.07,4.44,0.00,0.00,0.00
SPARTANBURG - APALACHE BAPTIST,3743,262,3478,2792,633,8,0,0,11,74.59,16.91,7.00,0.21,0.00,0.00,0.29
SPARTANBURG - ARCADIA ELEMENTARY,1851,334,1517,787,504,226,0,0,0,42.52,27.23,18.04,12.21,0.00,0.00,0.00
SPARTANBURG - BEACON,1300,8,1302,554,732,0,0,0,2,42.62,56.31,0.62,0.00,0.00,0.00,0.15
SPARTANBURG - BEECH SPRINGS INTERMEDIATE,2995,342,2661,2096,616,0,0,0,0,69.98,20.57,11.42,0.00,0.00,0.00,0.00
SPARTANBURG - BEN AVON METHODIST,1800,142,1700,1598,88,4,0,0,0,88.78,4.89,7.89,0.22,0.00,0.00,0.00
SPARTANBURG - BETHANY WESLEYAN,2538,76,2460,1935,402,19,0,0,0,76.24,15.84,2.99,0.75,0.00,0.00,0.00
SPARTANBURG - BLACKSTOCK,4013,255,3757,3032,433,247,0,0,0,75.55,10.79,6.35,6.15,0.00,0.00,0.00
SPARTANBURG - BOILING SPRINGS 9TH GRADE,2453,5,2443,1774,515,70,7,0,0,72.32,20.99,0.20,2.85,0.29,0.00,0.00
SPARTANBURG - BOILING SPRINGS ELEMENTARY,2402,139,2262,1592,486,147,3,0,0,66.28,20.23,5.79,6.12,0.12,0.00,0.00
SPARTANBURG - BOILING SPRINGS HIGH SCHOOL,2116,69,2058,1578,302,98,2,0,16,74.57,14.27,3.26,4.63,0.09,0.00,0.76
SPARTANBURG - BOLING SPRINGS JR. HIGH,2223,165,2060,1684,335,45,0,0,0,75.75,15.07,7.42,2.02,0.00,0.00,0.00
SPARTANBURG - BROOME HIGH SCHOOL,830,17,810,755,58,0,0,1,0,90.96,6.99,2.05,0.00,0.00,0.12,0.00
SPARTANBURG - C.C. WOODSON RECREATION,1414,135,1275,129,1113,5,0,0,0,9.12,78.71,9.55,0.35,0.00,0.00,0.00
SPARTANBURG - CANAAN,1875,69,1806,1312,439,26,0,0,0,69.97,23.41,3.68,1.39,0.00,0.00,0.00
SPARTANBURG - CANNONS ELEMENTARY,1493,39,1452,1198,192,21,0,0,0,80.24,12.86,2.61,1.41,0.00,0.00,0.00
SPARTANBURG - CARLISLE FOSTERS GROVE,2434,2,2453,2220,149,55,5,0,5,91.21,6.12,0.08,2.26,0.21,0.00,0.21
SPARTANBURG - CARLISLE WESLEYAN,1643,25,1613,1381,142,0,7,0,65,84.05,8.64,1.52,0.00,0.43,0.00,3.96
SPARTANBURG - CAVINS HOBBYSVILLE,1276,21,1246,1159,58,0,0,0,0,90.83,4.55,1.65,0.00,0.00,0.00,0.00
